Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.58     0.00    93309     0.00     0.00  std::complex<double> std::exp<double>(std::complex<double> const&)
  0.00      0.58     0.00    80100     0.00     0.00  std::complex<double>& std::complex<double>::operator*=<double>(std::complex<double> const&)
  0.00      0.58     0.00    78035     0.00     0.00  std::complex<double>& std::complex<double>::operator/=<double>(std::complex<double> const&)
  0.00      0.58     0.00    59702     0.00     0.00  std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&&&)
  0.00      0.58     0.00    59141     0.00     0.00  std::abs(double)
  0.00      0.58     0.00    51740     0.00     0.00  bandarrayindx(int, int, int, int, int)
  0.00      0.58     0.00    50972     0.00     0.00  std::operator/(std::complex<double> const&, std::complex<double> const&)
  0.00      0.58     0.00    35933     0.00     0.00  bool __gnu_cxx::__is_null_pointer<char>(char*)
  0.00      0.58     0.00    35933     0.00     0.00  char* std::string::_S_construct<char*>(char*, char*, std::allocator<char> const&)
  0.00      0.58     0.00    35933     0.00     0.00  char* std::string::_S_construct<char*>(char*, char*, std::allocator<char> const&, std::forward_iterator_tag)
  0.00      0.58     0.00    35933     0.00     0.00  char* std::string::_S_construct_aux<char*>(char*, char*, std::allocator<char> const&, std::__false_type)
  0.00      0.58     0.00    35933     0.00     0.00  std::iterator_traits<char*>::difference_type std::__distance<char*>(char*, char*, std::random_access_iterator_tag)
  0.00      0.58     0.00    35933     0.00     0.00  std::iterator_traits<char*>::iterator_category std::__iterator_category<char*>(char* const&)
  0.00      0.58     0.00    35933     0.00     0.00  std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*)
  0.00      0.58     0.00    35821     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*>(char*, char*, std::allocator<char> const&)
  0.00      0.58     0.00    35821     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*)
  0.00      0.58     0.00    35820     0.00     0.00  std::string __gnu_cxx::__to_xstring<std::string, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...)
  0.00      0.58     0.00    35820     0.00     0.00  std::to_string(double)
  0.00      0.58     0.00    27930     0.00     0.00  legendrebasis::mapy2range(double, double, double)
  0.00      0.58     0.00    27928     0.00     0.00  _ZSt3powIiiEN9__gnu_cxx11__promote_2INS0_11__enable_ifIXaasr3std15__is_arithmeticIT_EE7__valuesr3std15__is_arithmeticIT0_EE7__valueES3_E6__typeES4_E6__typeES3_S4_
  0.00      0.58     0.00    25087     0.00     0.00  _ZSt3powIdiEN9__gnu_cxx11__promote_2INS0_11__enable_ifIXaasr3std15__is_arithmeticIT_EE7__valuesr3std15__is_arithmeticIT0_EE7__valueES3_E6__typeES4_E6__typeES3_S4_
  0.00      0.58     0.00    23880     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      0.58     0.00    14000     0.00     0.00  std::complex<double>::operator+=(double)
  0.00      0.58     0.00    12040     0.00     0.00  ecsX(double, double, double)
  0.00      0.58     0.00    12040     0.00     0.00  potential::Vecs(double, double, double)
  0.00      0.58     0.00    12000     0.00     0.00  std::complex<double> std::operator+<double>(double const&, std::complex<double> const&)
  0.00      0.58     0.00    11940     0.00     0.00  derivedbasis::evalcoeffvector(std::complex<double>*, double)
  0.00      0.58     0.00     8036     0.00     0.00  arraycopy(std::complex<double>*, int)
  0.00      0.58     0.00     5696     0.00     0.00  laguerrevalues(int, double)
  0.00      0.58     0.00     5576     0.00     0.00  laguerrebasis::evalbasisfuncs(double)
  0.00      0.58     0.00     5576     0.00     0.00  laguerrebasis::evallaguerrefuncs(double)
  0.00      0.58     0.00     5576     0.00     0.00  laguerrebasis::mapfromchildrange(double, double, double)
  0.00      0.58     0.00     4797     0.00     0.00  matrix_basischange(int, int, std::complex<double>*, std::complex<double>*)
  0.00      0.58     0.00     4452     0.00     0.00  arrayscale(std::complex<double>*, int, std::complex<double>)
  0.00      0.58     0.00     4394     0.00     0.00  derivedbasis::integrationtable(int)
  0.00      0.58     0.00     4382     0.00     0.00  gltable(int, double*, double*)
  0.00      0.58     0.00     4382     0.00     0.00  legendrebasis::integrationtable(int)
  0.00      0.58     0.00     4382     0.00     0.00  legendrebasis::dy2dx(double, double)
  0.00      0.58     0.00     3185     0.00     0.00  basis::oinvpsi(std::complex<double>*)
  0.00      0.58     0.00     3184     0.00     0.00  derivedbasis::Vmatsetup(potential*)
  0.00      0.58     0.00     3184     0.00     0.15  derivedbasis::Vmatsetup(potential*, double)
  0.00      0.58     0.00     2388     0.00     0.00  derivedbasis::printstr(std::complex<double>*)
  0.00      0.58     0.00     2388     0.00     0.00  derivedbasis::printstr(int, std::complex<double>*)
  0.00      0.58     0.00     1760     0.00     0.00  laguerreval(int, double)
  0.00      0.58     0.00     1603     0.00     0.00  basis::basis()
  0.00      0.58     0.00     1603     0.00     0.00  basis::basis()
  0.00      0.58     0.00     1595     0.00     0.00  derivedbasis::~derivedbasis()
  0.00      0.58     0.00     1595     0.00     0.00  std::complex<double> std::operator/<double>(double const&, std::complex<double> const&)
  0.00      0.58     0.00     1592     0.00     0.00  globalbasis::nextdx(potential*, pulse*, double, double, double, double, double)
  0.00      0.58     0.00     1592     0.00     0.15  derivedbasis::updateHmat(potential*)
  0.00      0.58     0.00     1592     0.00     0.00  derivedbasis::hmatsetup()
  0.00      0.58     0.00     1588     0.00     0.00  derivedbasis::derivedbasis(legendrebasis*, std::complex<double>*, int, double, double)
  0.00      0.58     0.00     1204     0.00     0.00  derivedbasis::integrateVmat(potential*, double, double, double, double)
  0.00      0.58     0.00     1204     0.00     0.00  derivedbasis::ecsrotate(double, potential*, double, double)
  0.00      0.58     0.00     1000     0.00     0.00  std::complex<double>::operator-=(double)
  0.00      0.58     0.00      880     0.00     0.00  laguerreval(int, int, double)
  0.00      0.58     0.00      880     0.00     0.00  laguerrederiv(int, int, int, double)
  0.00      0.58     0.00      796     0.00     0.00  derivedbasis::Olappsi(std::complex<double>*)
  0.00      0.58     0.00      114     0.00     0.00  triD_U(int, int)
  0.00      0.58     0.00       85     0.00     0.00  pulse::Az(double)
  0.00      0.58     0.00       80     0.00     0.00  laguerrederivs(int, int, int, double)
  0.00      0.58     0.00       80     0.00     0.00  laguerrebasis::mapy2range(double, double, double)
  0.00      0.58     0.00       63     0.00     0.16  globalbasis::innerproduct(std::complex<double>*, std::complex<double>*)
  0.00      0.58     0.00       63     0.00     0.16  globalbasis::norm(std::complex<double>*)
  0.00      0.58     0.00       50     0.00     0.00  triD_Q(int, int)
  0.00      0.58     0.00       50     0.00     0.16  wf::nthcomponentsignificance(std::complex<double>* restrict*, int)
  0.00      0.58     0.00       45     0.00     0.00  arraymultiply(std::complex<double>*, int, std::complex<double>)
  0.00      0.58     0.00       40     0.00     0.00  arraysum(std::complex<double>, std::complex<double>*, std::complex<double>, std::complex<double>*, int)
  0.00      0.58     0.00       40     0.00     0.00  arraydiff(std::complex<double>, std::complex<double>*, std::complex<double>, std::complex<double>*, int)
  0.00      0.58     0.00       40     0.00     0.00  pulse::Ez(double)
  0.00      0.58     0.00       32     0.00     0.00  std::conj(std::complex<double> const&)
  0.00      0.58     0.00       19     0.00     0.74  wf::applydeltapsi(int, int, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*)
  0.00      0.58     0.00       16     0.00     0.00  laguerretable(int, double*, double*)
  0.00      0.58     0.00       12     0.00     0.00  laguerrebasis::integrationtable(int)
  0.00      0.58     0.00       12     0.00     0.00  laguerrebasis::dy2dx(double, double)
  0.00      0.58     0.00       10     0.00     0.63  wf::maxdelta(std::complex<double>* restrict*, int)
  0.00      0.58     0.00        8     0.00     0.77  wf::deltapsiresidual_Aterms(int, int, std::complex<double>*, std::complex<double>, std::complex<double>, std::complex<double>* restrict*, temporalbasis*)
  0.00      0.58     0.00        8     0.00     0.00  wf::temporalvector_rhstarget(int, std::complex<double>*, std::complex<double>* restrict*)
  0.00      0.58     0.00        8     0.00     0.00  wf::psixtdiff(std::complex<double>* restrict*, std::complex<double>* restrict*, int)
  0.00      0.58     0.00        6     0.00     0.00  leftbordervec(int)
  0.00      0.58     0.00        6     0.00     0.00  printmat(std::complex<double>*, int, int)
  0.00      0.58     0.00        5     0.00     0.00  ExpIwt(double, double)
  0.00      0.58     0.00        5     0.00     0.01  globalbasis::Oinvpsi(std::complex<double>*)
  0.00      0.58     0.00        4     0.00     0.00  padeigenvectors(int, std::complex<double>*)
  0.00      0.58     0.00        4     0.00     0.00  globalbasis::elementboundaries_zerobased(potential*, pulse*, double, double, double, double, double, int&, int&, bool)
  0.00      0.58     0.00        4     0.00     0.00  derivedbasis::derivedbasis(laguerrebasis*, std::complex<double>*, int, double)
  0.00      0.58     0.00        4     0.00     0.00  laguerrebasis::laguerrebasis(int, double)
  0.00      0.58     0.00        4     0.00     0.00  laguerrebasis::~laguerrebasis()
  0.00      0.58     0.00        4     0.00     0.00  legendrebasis::legendrebasis(int)
  0.00      0.58     0.00        4     0.00     0.00  legendrebasis::~legendrebasis()
  0.00      0.58     0.00        4     0.00     0.01  temporalbasis::updateTmats(double, double, pulse*)
  0.00      0.58     0.00        4     0.00     0.01  temporalbasis::Amatsetup(pulse*)
  0.00      0.58     0.00        4     0.00     0.00  wf::residualaction(int, int, std::complex<double>* restrict*, std::complex<double>* restrict*)
  0.00      0.58     0.00        4     0.00     0.24  wf::triD_legendre_conversion(int, std::complex<double>* restrict*)
  0.00      0.58     0.00        4     0.00     0.00  wf::Upsi(int, std::complex<double>* restrict*)
  0.00      0.58     0.00        3     0.00     0.00  derivedbasis::derivedbasis()
  0.00      0.58     0.00        3     0.00     0.00  derivedbasis::derivedbasis()
  0.00      0.58     0.00        3     0.00     0.00  derivedbasis::~derivedbasis()
  0.00      0.58     0.00        3     0.00     0.00  temporalbasis::~temporalbasis()
  0.00      0.58     0.00        3     0.00     0.04  wf::psif(std::complex<double>* restrict*, int)
  0.00      0.58     0.00        3     0.00     1.21  wf::printstr()
  0.00      0.58     0.00        2     0.00     0.00  identitybasis(int)
  0.00      0.58     0.00        2     0.00     0.00  rightbordervec(int)
  0.00      0.58     0.00        2     0.00     0.00  borderfunctionbasis(int)
  0.00      0.58     0.00        2     0.00     0.00  generalized_eigensystem_reduced(int, std::complex<double>*, std::complex<double>*)
  0.00      0.58     0.00        2     0.00     0.00  leftborderfunctionbasis_laguerre(int)
  0.00      0.58     0.00        2     0.00     0.00  rightborderfunctionbasis_laguerre(int)
  0.00      0.58     0.00        2     0.00     0.00  triD_Qmat(int)
  0.00      0.58     0.00        2     0.00     0.00  triD_Umat(int)
  0.00      0.58     0.00        2     0.00   119.54  globalbasis::setupVmats(potential*)
  0.00      0.58     0.00        2     0.00   119.63  globalbasis::updateHmats(potential*)
  0.00      0.58     0.00        2     0.00     0.00  globalbasis::elementboundaries_zerobased(potential*, pulse*, double, double, double, double, double, int&, int&)
  0.00      0.58     0.00        2     0.00     2.96  globalbasis::ecssetup(int, double, potential*)
  0.00      0.58     0.00        2     0.00     0.00  globalbasis::~globalbasis()
  0.00      0.58     0.00        2     0.00     0.00  temporalbasis::temporalbasis(legendrebasis*, std::complex<double>*, double, double)
  0.00      0.58     0.00        2     0.00     1.49  wf::initialguess(int, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*)
  0.00      0.58     0.00        2     0.00     3.72  wf::applydeltapsi(int, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*)
  0.00      0.58     0.00        2     0.00     0.00  wf::eigenvectortowf(int, int, std::complex<double>* restrict*, std::complex<double>* restrict*)
  0.00      0.58     0.00        2     0.00     0.79  wf::normsum_legendre(int, double, std::complex<double>* restrict*)
  0.00      0.58     0.00        2     0.00     8.91  wf::canceleigenvectorresiduals(int, int, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*)
  0.00      0.58     0.00        2     0.00     3.72  wf::applydeltapsi_temporaleigenvectors(int, int, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*)
  0.00      0.58     0.00        2     0.00    12.62  wf::cancelresiduals_generalized_eigenvector(int, int, std::complex<double>*, std::complex<double>*, std::complex<double>* restrict*, std::complex<double>* restrict*, std::complex<double>* restrict*, temporalbasis*)
  0.00      0.58     0.00        2     0.00     0.00  wf::wf(globalbasis*)
  0.00      0.58     0.00        2     0.00     0.00  wf::~wf()
  0.00      0.58     0.00        2     0.00     0.00  potential::potential(double, double)
  0.00      0.58     0.00        1     0.00     0.00  triD_basischange(int)
  0.00      0.58     0.00        1     0.00     0.09  globalbasis::boundstate(int, double&)
  0.00      0.58     0.00        1     0.00     0.01  globalbasis::Olappsi(std::complex<double>*)
  0.00      0.58     0.00        1     0.00     0.00  derivedbasis::funcvector(std::complex<double> (*)(double, double), double)
  0.00      0.58     0.00        1     0.00     0.00  derivedbasis::funcolap(std::complex<double> (*)(double, double), double)
  0.00      0.58     0.00        1     0.00     0.02  temporalbasis::temporalbasis(temporalbasis*, std::complex<double>*, pulse*, double, double)
  0.00      0.58     0.00        1     0.00     0.00  wf::boundstate(int, double&)
  0.00      0.58     0.00        1     0.00     1.53  wf::dipole_gauge(std::complex<double>* restrict*, pulse*, temporalbasis*)
  0.00      0.58     0.00        1     0.00     1.31  wf::boundstatesetup(int, double&)
  0.00      0.58     0.00        1     0.00    50.80  wf::timestep_temporaleigenvectors(double, double, potential*, pulse*, wf*, double, double, double&)
  0.00      0.58     0.00        1     0.00    46.94  wf::deltawfxt_temporaleigenvectors(int, int, int, double, std::complex<double>&, std::complex<double>*, std::complex<double>* restrict*, temporalbasis*)
  0.00      0.58     0.00        1     0.00     1.55  wf::inhomogeneous_action_lengthgauge(double, pulse*, temporalbasis*)
  0.00      0.58     0.00        1     0.00    50.80  wf::propagate_iterative_inhomogenous(double, double, double&, pulse*, potential*, wf*, double, double)
  0.00      0.58     0.00        1     0.00     0.40  wf::lastlegendrecomponentsignificance(int, double, std::complex<double>* restrict*)
  0.00      0.58     0.00        1     0.00     0.00  pulse::pulse(double, double, double)
  0.00      0.58     0.00        1     0.00     0.00  double const& std::min<double>(double const&, double const&)
  0.00      0.58     0.00        1     0.00     0.00  std::to_string(int)
  0.00      0.58     0.00        1     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN27_INTERNAL_6_wf_cpp_f8275e2bSt8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN30_INTERNAL_9_basis_cpp_9421bc7aSt8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN30_INTERNAL_9_pulse_cpp_c2d1dcc1St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN33_INTERNAL_11_gltable_cpp_1d68bff4St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN33_INTERNAL_11_wf_fftw_cpp_f8275e2bSt8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN34_INTERNAL_12_laguerre_cpp_ab735f84St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN34_INTERNAL_12_legendre_cpp_aa2e7955St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN34_INTERNAL_12_printmat_cpp_9761d633St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN35_INTERNAL_13_functions_cpp_64f858b7St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN35_INTERNAL_13_potential_cpp_2cf1dc2fSt8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN35_INTERNAL_13_triDbasis_cpp_f10db344St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN37_INTERNAL_15_basischange_cpp_55d00c2eSt8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN37_INTERNAL_15_globalbasis_cpp_bcfd12ccSt8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN38_INTERNAL_16_derivedbasis_cpp_4eb668e7St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN38_INTERNAL_16_wf_functions_cpp_4e3cbe5bSt8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN39_INTERNAL_17_ecsconversion_cpp_e171a1fcSt8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN39_INTERNAL_17_laguerrebasis_cpp_913365f9St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN39_INTERNAL_17_laguerretable_cpp_ab735f84St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN39_INTERNAL_17_legendrebasis_cpp_66752aaaSt8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN39_INTERNAL_17_temporalbasis_cpp_97765ad5St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN39_INTERNAL_17_wf_boundstate_cpp_e2f09f72St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN40_INTERNAL_18_arrayfunctions_cpp_5aa1d33aSt8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN40_INTERNAL_18_onedpropagator_cpp_d6170544St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN40_INTERNAL_18_wfxt_propagate_cpp_4f61988aSt8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN43_INTERNAL_21_linearsystemsetup_cpp_1c359925St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN45_INTERNAL_23_mapintegrationtable_cpp_a89434f7St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN45_INTERNAL_23_wfxt_minimizeaction_cpp_4f61988aSt8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN46_INTERNAL_24_wf_iterativesolution_cpp_4e3cbe5bSt8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN47_INTERNAL_25_globalbasis_psi0setup_cpp_521edac8St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN48_INTERNAL_26_globalbasis_boundstate_cpp_0c1caeecSt8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN49_INTERNAL_27_globalbasis_eltbdysetup_cpp_dd557286St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN49_INTERNAL_27_globallinearsystemsetup_cpp_1d68bff4St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN52_INTERNAL_30_globalbasis_minimizeaction_cpp_e4053ab8St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN52_INTERNAL_30_linearsystemsetup_lagrange_cpp_1c359925St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN55_INTERNAL_33_sourcewf_inhomogeneous_action_cpp_b047e43dSt8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN56_INTERNAL_34_wf_iterativesolution_diagonalU_cpp_3df15ce6St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN58_INTERNAL_36_globallinearsystemsetup_lagrange_cpp_1d68bff4St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN63_INTERNAL_41_wf_iterativesolution_incoherentsource_cpp_fb8877c5St8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN67_INTERNAL_45_wf_iterativesolution_temporaleigenvectors_cpp_9a69f9bbSt8__ioinitE
  0.00      0.58     0.00        1     0.00     0.00  __sti___ZN71_INTERNAL_49_wf_iterativesolution_temporaleigenvectors_aux_cpp_2e5bc8b3St8__ioinitE

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 1.72% of 0.58 seconds

index % time    self  children    called     name
                                   1             main [1]
[1]     94.8    0.00    0.55       0+1       main [1]
                0.00    0.24       2/2           globalbasis::updateHmats(potential*) [7]
                0.00    0.24       2/2           globalbasis::setupVmats(potential*) [8]
                0.00    0.05       1/1           wf::propagate_iterative_inhomogenous(double, double, double&, pulse*, potential*, wf*, double, double) [16]
                0.01    0.01       2/2           globalbasis::globalbasis(potential*, pulse*, double, double, double, double, double, int, int, double, double) [28]
                0.00    0.00       2/3           wf::printstr() [47]
                0.00    0.00       1/1           wf::boundstatesetup(int, double&) [52]
                0.00    0.00       2/2           wf::wf(globalbasis*) [87]
                0.00    0.00       2/2           potential::potential(double, double) [233]
                0.00    0.00       2/2           globalbasis::~globalbasis() [231]
                0.00    0.00       2/2           wf::~wf() [232]
                0.00    0.00       1/1           pulse::pulse(double, double, double) [235]
                0.00    0.00       1/1           std::to_string(int) [237]
                0.00    0.00       1/1           std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [238]
                0.00    0.00       1/35821       std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [179]
                0.00    0.00       1/35821       std::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*>(char*, char*, std::allocator<char> const&) [178]
                                   1             main [1]
-----------------------------------------------
                             2586816             derivedbasis::integrateVmat_testconvergence(potential*, double, double, double) [2]
                0.01    0.47    3184/3184        derivedbasis::Vmatsetup(potential*, double) [3]
[2]     82.4    0.01    0.47    3184+2586816 derivedbasis::integrateVmat_testconvergence(potential*, double, double, double) [2]
                0.00    0.30  194800/194800      derivedbasis::integrateVmat(potential*, double, double, int) [5]
                0.03    0.10  194800/584400      derivedbasis::integrateVmat(potential*, double, double) [4]
                0.03    0.00 7265200/7316950     std::operator+(std::complex<double> const&, std::complex<double> const&) [20]
                0.01    0.00 4870000/5137530     std::operator-(std::complex<double> const&, std::complex<double> const&) [32]
                0.00    0.00 4870000/4870024     std::complex<double> std::operator/<double>(std::complex<double> const&, double const&) [158]
                0.00    0.00 4870000/4882051     double std::abs<double>(std::complex<double> const&) [156]
                             2586816             derivedbasis::integrateVmat_testconvergence(potential*, double, double, double) [2]
-----------------------------------------------
                0.00    0.24    1592/3184        derivedbasis::updateHmat(potential*) [6]
                0.00    0.24    1592/3184        globalbasis::setupVmats(potential*) [8]
[3]     82.4    0.00    0.48    3184         derivedbasis::Vmatsetup(potential*, double) [3]
                0.01    0.47    3184/3184        derivedbasis::integrateVmat_testconvergence(potential*, double, double, double) [2]
-----------------------------------------------
                0.03    0.10  194800/584400      derivedbasis::integrateVmat_testconvergence(potential*, double, double, double) [2]
                0.06    0.19  389600/584400      derivedbasis::integrateVmat(potential*, double, double, int) [5]
[4]     65.8    0.09    0.29  584400         derivedbasis::integrateVmat(potential*, double, double) [4]
                0.00    0.12  584400/612490      derivedbasis::evalbasisfuncs(double) [10]
                0.05    0.02 29220000/29660139     std::complex<double> std::operator*<double>(std::complex<double> const&, double const&) [13]
                0.02    0.03  584400/2186356     initializearray(int) [9]
                0.03    0.00 14610000/15865421     std::operator*(std::complex<double> const&, std::complex<double> const&) [21]
                0.02    0.00 14610000/16625107     arrayindx(int, int, int, int) [24]
